nums,chans,neuts,suss,thOKs,thneus,thnos,numlegends,m_nums,m_chans,m_neuts,m_suss,m_thOKs,m_thneus,m_thnos,m_numlegends,m_toslegends,indegrees,c_ages,c_males,c_years,c_debts,c_s0s,c_s1s,c_s2s,c_s3s,c_s4s,c_s5s,c_s6s,c_s7s,c_s8s,c_s9s,c_s10s,c_snums
173,18,48,3,23,68,13,0,4.11904761904762,0.428571428571429,1.14285714285714,0.0714285714285714,0.547619047619048,1.61904761904762,0.309523809523809,0,0,42,25,1,,,0,1,0,1,1,0,0,0,1,0,0,4
152,4,56,2,6,73,11,6,4.34285714285714,0.114285714285714,1.6,0.0571428571428571,0.171428571428571,2.08571428571429,0.314285714285714,0.171428571428571,0,35,25,,,5,0,1,0,0,1,0,0,1,1,0,0,4
76,2,15,0,7,48,4,0,5.84615384615385,0.153846153846154,1.15384615384615,0,0.538461538461538,3.69230769230769,0.307692307692308,0,0,13,,0,2000,,0,1,0,1,1,0,1,0,0,0,0,4
15,0,0,0,9,4,2,0,1.875,0,0,0,1.125,0.5,0.25,0,0,8,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
36,1,19,0,4,11,1,7,1.71428571428571,0.0476190476190476,0.904761904761905,0,0.19047619047619,0.523809523809524,0.0476190476190476,0.333333333333333,0,21,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,1,0,0,0,1,0,0.5,0,0.5,0,0,0,1,2,35,1,,,0,0,0,0,1,0,0,0,0,0,0,1
509,37,94,1,137,221,19,1,3.82706766917293,0.278195488721804,0.706766917293233,0.0075187969924812,1.03007518796992,1.66165413533835,0.142857142857143,0.0075187969924812,0,133,,1,,,0,1,0,1,1,0,0,1,1,0,0,5
37,2,8,0,7,18,2,2,2.64285714285714,0.142857142857143,0.571428571428571,0,0.5,1.28571428571429,0.142857142857143,0.142857142857143,0,14,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
2361,68,1015,12,263,942,61,10,20.0084745762712,0.576271186440678,8.60169491525424,0.101694915254237,2.22881355932203,7.98305084745763,0.516949152542373,0.0847457627118644,0,118,25,1,,,0,0,0,1,1,1,0,1,0,1,0,5
47,2,12,0,5,27,1,4,2.04347826086957,0.0869565217391304,0.521739130434783,0,0.217391304347826,1.17391304347826,0.0434782608695652,0.173913043478261,0,23,,1,300,12,0,1,0,1,1,0,0,0,0,0,0,3
10,0,3,0,1,5,1,0,1.66666666666667,0,0.5,0,0.166666666666667,0.833333333333333,0.166666666666667,0,0,6,25,1,,,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,0,1,1,1,0,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,3,45,1,,,0,0,0,1,0,0,0,0,1,0,0,2
2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,1,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
506,54,177,3,67,195,10,206,11,1.17391304347826,3.84782608695652,0.0652173913043478,1.45652173913043,4.23913043478261,0.217391304347826,4.47826086956522,0,46,25,0,,20,0,0,0,1,1,0,0,0,0,0,0,2
26,0,6,0,2,15,3,25,13,0,3,0,1,7.5,1.5,12.5,0,2,25,1,,,0,1,0,1,1,1,0,1,1,1,0,7
706,124,148,3,141,267,23,67,7.75824175824176,1.36263736263736,1.62637362637363,0.0329670329670329,1.54945054945055,2.93406593406593,0.252747252747253,0.736263736263736,0,91,,0,,15,0,0,1,1,1,0,0,1,0,0,0,4
110,6,34,1,11,43,15,0,5.23809523809524,0.285714285714286,1.61904761904762,0.0476190476190476,0.523809523809524,2.04761904761905,0.714285714285714,0,0,21,45,1,,,0,0,0,1,0,1,0,0,0,0,0,2
68,0,35,1,13,13,6,0,4.53333333333333,0,2.33333333333333,0.0666666666666666,0.866666666666667,0.866666666666667,0.4,0,0,15,35,1,7.8,,0,1,1,1,1,0,1,0,0,0,0,5
182,7,72,1,15,82,5,4,5.51515151515152,0.212121212121212,2.18181818181818,0.0303030303030303,0.454545454545454,2.48484848484848,0.151515151515152,0.121212121212121,1,33,25,,,4,0,1,0,1,1,0,0,0,0,0,0,3
304,48,93,2,42,112,7,0,11.6923076923077,1.84615384615385,3.57692307692308,0.0769230769230769,1.61538461538462,4.30769230769231,0.269230769230769,0,0,26,45,,,,0,1,0,0,1,0,0,1,0,0,0,3
6,0,1,0,3,2,0,0,1,0,0.166666666666667,0,0.5,0.333333333333333,0,0,0,6,,1,,,0,0,0,1,0,0,0,0,1,0,0,2
386,29,177,4,57,112,7,0,6.12698412698413,0.46031746031746,2.80952380952381,0.0634920634920634,0.904761904761905,1.77777777777778,0.111111111111111,0,0,63,,1,,10,0,0,0,1,1,0,0,0,1,0,0,3
3,0,2,0,0,1,0,1,1.5,0,1,0,0,0.5,0,0.5,0,2,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
337,15,106,1,52,156,7,0,9.91176470588235,0.441176470588235,3.11764705882353,0.0294117647058823,1.52941176470588,4.58823529411765,0.205882352941176,0,0,34,45,0,,10,0,1,1,1,1,1,0,1,1,0,0,7
367,5,183,0,42,128,9,3,30.5833333333333,0.416666666666667,15.25,0,3.5,10.6666666666667,0.75,0.25,1,12,35,1,50,20,0,1,0,1,0,1,0,0,0,0,0,3
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
14,6,7,0,0,1,0,0,2,0.857142857142857,1,0,0,0.142857142857143,0,0,0,7,,0,,,0,1,0,0,0,0,0,0,1,0,0,2
4,0,0,0,0,3,1,0,2,0,0,0,0,1.5,0.5,0,0,2,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
11,0,3,0,2,6,0,2,2.2,0,0.6,0,0.4,1.2,0,0.4,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
51,0,19,0,6,26,0,0,3.4,0,1.26666666666667,0,0.4,1.73333333333333,0,0,0,15,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
8,1,4,0,0,1,2,0,4,0.5,2,0,0,0.5,1,0,0,2,45,1,,,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,0,0,2,1,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,3,45,1,,,0,0,1,1,0,0,0,0,0,0,0,2
101,1,30,0,17,47,6,2,7.21428571428571,0.0714285714285714,2.14285714285714,0,1.21428571428571,3.35714285714286,0.428571428571429,0.142857142857143,0,14,,1,280,8,0,1,0,1,0,0,0,1,1,0,0,4
5,1,1,0,1,1,1,2,1.25,0.25,0.25,0,0.25,0.25,0.25,0.5,1,4,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
24,0,7,1,5,8,3,0,1.5,0,0.4375,0.0625,0.3125,0.5,0.1875,0,0,16,,1,,10,0,1,0,1,1,0,0,1,1,1,0,6
13,0,2,0,1,8,2,0,3.25,0,0.5,0,0.25,2,0.5,0,0,4,25,0,,,0,0,0,1,0,0,0,0,1,0,0,2
77,7,17,0,16,37,0,52,9.625,0.875,2.125,0,2,4.625,0,6.5,0,8,45,0,,,0,0,0,1,1,0,0,0,0,0,0,2
432,16,154,2,61,172,27,0,10.2857142857143,0.380952380952381,3.66666666666667,0.0476190476190476,1.45238095238095,4.0952380952381,0.642857142857143,0,1,42,25,1,,,0,1,0,1,1,1,0,1,1,0,0,6
50,1,17,2,6,23,1,0,2.94117647058824,0.0588235294117647,1,0.117647058823529,0.352941176470588,1.35294117647059,0.0588235294117647,0,0,17,25,1,20,,0,1,0,1,1,1,0,1,1,0,0,6
60,7,1,1,28,21,2,2,2.14285714285714,0.25,0.0357142857142857,0.0357142857142857,1,0.75,0.0714285714285714,0.0714285714285714,0,28,,,10,10,0,0,0,1,0,0,0,0,0,0,0,1
8,0,2,0,0,5,1,0,1.6,0,0.4,0,0,1,0.2,0,0,5,25,1,,10,0,1,0,1,0,1,0,0,1,0,0,4
185,5,80,7,14,58,21,7,4.20454545454545,0.113636363636364,1.81818181818182,0.159090909090909,0.318181818181818,1.31818181818182,0.477272727272727,0.159090909090909,0,44,,,,,0,1,0,1,1,0,1,0,0,0,0,4
2346,188,1098,15,322,682,41,137,21.7222222222222,1.74074074074074,10.1666666666667,0.138888888888889,2.98148148148148,6.31481481481482,0.37962962962963,1.26851851851852,1,108,45,1,,,0,0,1,1,1,1,1,1,0,0,0,6
46,1,12,0,11,20,2,0,2.42105263157895,0.0526315789473684,0.631578947368421,0,0.578947368421053,1.05263157894737,0.105263157894737,0,0,19,,1,,6,0,1,0,1,1,0,0,0,0,0,0,3
592,18,274,2,32,260,6,1,7.21951219512195,0.219512195121951,3.34146341463415,0.024390243902439,0.390243902439024,3.17073170731707,0.073170731707317,0.0121951219512195,0,82,,,,,0,0,1,1,1,1,0,0,0,1,0,5
94,9,31,1,11,35,7,1,2.41025641025641,0.230769230769231,0.794871794871795,0.0256410256410256,0.282051282051282,0.897435897435897,0.179487179487179,0.0256410256410256,0,39,25,1,,,0,0,0,1,1,0,0,0,1,0,0,3
65,2,25,1,5,31,1,5,2.6,0.08,1,0.04,0.2,1.24,0.04,0.2,0,25,25,,40,15,0,1,1,1,1,0,0,0,0,0,0,4
128,14,37,2,22,46,7,0,3.65714285714286,0.4,1.05714285714286,0.0571428571428571,0.628571428571429,1.31428571428571,0.2,0,0,35,45,0,100,,0,1,1,1,0,1,1,0,0,0,0,5
1815,24,567,1,355,823,45,1,33.6111111111111,0.444444444444444,10.5,0.0185185185185185,6.57407407407407,15.2407407407407,0.833333333333333,0.0185185185185185,0,54,,1,,,0,1,1,1,1,1,1,1,1,0,0,8
5,1,2,0,1,1,0,0,1.25,0.25,0.5,0,0.25,0.25,0,0,0,4,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
95,4,20,1,25,42,3,2,2.71428571428571,0.114285714285714,0.571428571428571,0.0285714285714285,0.714285714285714,1.2,0.0857142857142857,0.0571428571428571,0,35,45,,,20,0,0,0,1,1,0,0,1,1,0,0,4
86,6,21,0,23,33,3,1,2.7741935483871,0.193548387096774,0.67741935483871,0,0.741935483870968,1.06451612903226,0.0967741935483871,0.032258064516129,1,31,,,,,0,0,0,1,1,0,0,0,0,0,0,2
88,5,12,0,10,56,5,42,4.63157894736842,0.263157894736842,0.631578947368421,0,0.526315789473684,2.94736842105263,0.263157894736842,2.21052631578947,0,19,,0,,,0,1,1,1,1,1,0,1,1,0,1,8
7,1,1,0,1,3,1,0,1.75,0.25,0.25,0,0.25,0.75,0.25,0,0,4,35,1,,,0,0,0,1,0,0,0,0,0,0,0,1
4,0,2,0,0,2,0,0,1,0,0.5,0,0,0.5,0,0,0,4,,1,,,0,0,0,1,1,0,0,1,1,0,0,4
115,12,36,1,16,44,6,2,5.47619047619048,0.571428571428571,1.71428571428571,0.0476190476190476,0.761904761904762,2.0952380952381,0.285714285714286,0.0952380952380952,1,21,,0,,15,0,1,0,0,1,0,0,0,0,0,0,2
16,2,8,0,0,6,0,0,1.77777777777778,0.222222222222222,0.888888888888889,0,0,0.666666666666667,0,0,0,9,,0,,9,0,0,0,1,0,0,0,0,0,0,0,1
79,8,19,0,12,36,4,0,3.43478260869565,0.347826086956522,0.826086956521739,0,0.521739130434783,1.56521739130435,0.173913043478261,0,0,23,35,1,,2,0,0,0,1,1,0,0,0,0,0,0,2
23,1,2,0,3,17,0,0,2.3,0.1,0.2,0,0.3,1.7,0,0,0,10,35,1,,,0,0,0,1,1,0,0,0,0,0,0,2
29,0,14,0,4,8,3,0,4.14285714285714,0,2,0,0.571428571428571,1.14285714285714,0.428571428571429,0,0,7,,,,,0,0,0,1,0,0,0,0,0,0,0,1
17,2,5,0,1,7,2,0,1.13333333333333,0.133333333333333,0.333333333333333,0,0.0666666666666666,0.466666666666667,0.133333333333333,0,0,15,35,,,,0,0,0,1,1,0,0,0,0,0,0,2
571,118,111,10,125,179,28,100,6.96341463414634,1.4390243902439,1.35365853658537,0.121951219512195,1.52439024390244,2.18292682926829,0.341463414634146,1.21951219512195,0,82,25,1,,1,0,0,0,1,1,0,1,0,1,1,0,5
130,18,13,0,60,38,1,1,3.51351351351351,0.486486486486487,0.351351351351351,0,1.62162162162162,1.02702702702703,0.027027027027027,0.027027027027027,0,37,45,1,400,18,0,1,0,1,0,0,0,0,0,0,0,2
29,2,6,0,2,19,0,0,2.63636363636364,0.181818181818182,0.545454545454545,0,0.181818181818182,1.72727272727273,0,0,0,11,,1,,2,0,0,0,1,1,0,0,1,0,0,0,3
34,2,9,0,9,13,1,4,2.61538461538462,0.153846153846154,0.692307692307692,0,0.692307692307692,1,0.0769230769230769,0.307692307692308,0,13,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
63,3,15,0,19,23,3,0,2.17241379310345,0.103448275862069,0.517241379310345,0,0.655172413793103,0.793103448275862,0.103448275862069,0,0,29,,1,,,0,0,1,1,1,0,0,1,1,0,0,5
357,10,110,5,39,171,22,3,7.4375,0.208333333333333,2.29166666666667,0.104166666666667,0.8125,3.5625,0.458333333333333,0.0625,0,48,25,1,,,0,1,1,1,0,0,1,0,0,0,0,4
1784,34,738,24,216,615,157,18,17.84,0.34,7.38,0.24,2.16,6.15,1.57,0.18,0,100,25,1,,,0,0,1,1,1,0,0,0,1,1,0,5
16,1,1,0,2,12,0,2,1.45454545454545,0.0909090909090909,0.0909090909090909,0,0.181818181818182,1.09090909090909,0,0.181818181818182,0,11,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
4,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,4,,1,,,0,0,0,1,0,0,0,0,1,0,0,2
2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0.5,0,2,35,1,,,0,0,0,1,0,0,0,0,0,0,0,1
5,0,2,0,0,3,0,0,1,0,0.4,0,0,0.6,0,0,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
63,7,18,0,11,22,5,0,3.9375,0.4375,1.125,0,0.6875,1.375,0.3125,0,0,16,,1,,2,0,1,0,1,1,0,1,0,0,0,0,4
439,3,177,1,46,194,18,2,9.54347826086956,0.0652173913043478,3.84782608695652,0.0217391304347826,1,4.21739130434783,0.391304347826087,0.0434782608695652,0,46,,0,,,0,1,0,1,1,1,0,1,1,0,0,6
248,24,7,0,81,131,5,110,7.51515151515152,0.727272727272727,0.212121212121212,0,2.45454545454545,3.96969696969697,0.151515151515152,3.33333333333333,0,33,25,1,,25,0,0,1,1,1,1,1,0,0,0,0,5
37,4,8,0,9,15,1,1,2.64285714285714,0.285714285714286,0.571428571428571,0,0.642857142857143,1.07142857142857,0.0714285714285714,0.0714285714285714,0,14,35,1,,,0,0,0,1,1,0,0,0,0,0,0,2
7,0,1,0,0,6,0,6,3.5,0,0.5,0,0,3,0,3,0,2,,,,8,0,1,0,0,0,0,0,1,0,0,0,2
112,12,54,8,15,19,4,1,2.03636363636364,0.218181818181818,0.981818181818182,0.145454545454545,0.272727272727273,0.345454545454545,0.0727272727272727,0.0181818181818181,0,55,,,100,6,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,45,1,,,0,1,0,0,0,0,0,0,0,0,0,1
593,23,204,0,119,241,6,3,9.12307692307692,0.353846153846154,3.13846153846154,0,1.83076923076923,3.70769230769231,0.0923076923076923,0.0461538461538461,1,65,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
71,4,16,0,20,27,4,0,2.62962962962963,0.148148148148148,0.592592592592593,0,0.740740740740741,1,0.148148148148148,0,0,27,45,1,,10,0,1,0,1,1,0,0,1,1,0,0,5
39,8,0,0,22,9,0,2,1.85714285714286,0.380952380952381,0,0,1.04761904761905,0.428571428571429,0,0.0952380952380952,0,21,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
62,0,35,3,4,17,3,4,1.58974358974359,0,0.897435897435897,0.0769230769230769,0.102564102564102,0.435897435897436,0.0769230769230769,0.102564102564102,0,39,35,1,110,13,0,1,0,1,1,0,0,0,0,0,0,3
538,28,177,8,89,214,22,16,3.20238095238095,0.166666666666667,1.05357142857143,0.0476190476190476,0.529761904761905,1.27380952380952,0.130952380952381,0.0952380952380952,1,168,35,1,,11,0,1,1,1,1,0,0,1,1,1,0,7
9,0,0,0,4,5,0,1,1.8,0,0,0,0.8,1,0,0.2,1,5,,1,,,0,0,0,0,0,0,0,1,1,0,0,2
105,20,9,1,36,36,3,0,6.17647058823529,1.17647058823529,0.529411764705882,0.0588235294117647,2.11764705882353,2.11764705882353,0.176470588235294,0,0,17,45,1,,,0,0,0,1,0,1,0,0,0,0,0,2
33,9,9,1,4,7,3,0,2.53846153846154,0.692307692307692,0.692307692307692,0.0769230769230769,0.307692307692308,0.538461538461538,0.230769230769231,0,0,13,25,0,,,0,0,0,1,0,0,0,0,0,0,0,1
7,0,3,0,0,3,1,0,1.75,0,0.75,0,0,0.75,0.25,0,0,4,,,,,0,0,0,1,0,0,0,0,0,0,0,1
33,3,17,1,2,9,1,2,1.83333333333333,0.166666666666667,0.944444444444444,0.0555555555555555,0.111111111111111,0.5,0.0555555555555555,0.111111111111111,0,18,45,1,,,0,1,0,1,1,0,0,0,0,0,1,4
103,5,44,0,20,33,1,0,3.67857142857143,0.178571428571429,1.57142857142857,0,0.714285714285714,1.17857142857143,0.0357142857142857,0,1,28,,1,,5,0,1,0,1,1,1,0,1,0,0,0,5
3,0,1,1,0,1,0,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,3,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
18,1,4,1,1,9,2,0,2.57142857142857,0.142857142857143,0.571428571428571,0.142857142857143,0.142857142857143,1.28571428571429,0.285714285714286,0,0,7,,,,9,0,0,0,0,1,0,0,0,0,0,0,1
103,5,28,0,23,41,6,4,3.02941176470588,0.147058823529412,0.823529411764706,0,0.676470588235294,1.20588235294118,0.176470588235294,0.117647058823529,0,34,,1,12,1,0,1,0,1,1,0,0,0,0,0,0,3
357,6,168,0,43,137,3,6,6.49090909090909,0.109090909090909,3.05454545454545,0,0.781818181818182,2.49090909090909,0.0545454545454545,0.109090909090909,0,55,25,1,,20,0,0,0,1,0,0,1,0,0,0,0,2
133,9,55,0,13,44,12,2,3.69444444444444,0.25,1.52777777777778,0,0.361111111111111,1.22222222222222,0.333333333333333,0.0555555555555555,0,36,25,1,,5,0,1,1,0,1,0,0,0,0,0,0,3
25,1,13,0,6,4,1,0,4.16666666666667,0.166666666666667,2.16666666666667,0,1,0.666666666666667,0.166666666666667,0,0,6,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
29,0,2,2,5,19,1,2,4.83333333333333,0,0.333333333333333,0.333333333333333,0.833333333333333,3.16666666666667,0.166666666666667,0.333333333333333,0,6,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
23,1,1,1,4,13,3,2,2.09090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.363636363636364,1.18181818181818,0.272727272727273,0.181818181818182,0,11,,1,,,0,1,0,1,1,0,0,0,0,0,0,3
51,1,12,1,16,18,3,2,1.82142857142857,0.0357142857142857,0.428571428571429,0.0357142857142857,0.571428571428571,0.642857142857143,0.107142857142857,0.0714285714285714,0,28,,,,1,0,0,0,1,1,0,0,0,0,0,0,2
59,5,17,0,4,28,5,14,5.9,0.5,1.7,0,0.4,2.8,0.5,1.4,0,10,,1,,,0,0,0,1,1,0,1,0,0,0,0,3
55,9,9,1,24,10,2,16,3.05555555555556,0.5,0.5,0.0555555555555555,1.33333333333333,0.555555555555556,0.111111111111111,0.888888888888889,0,18,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
70,2,15,0,19,29,5,0,3.5,0.1,0.75,0,0.95,1.45,0.25,0,1,20,,,,,0,0,0,1,1,1,0,0,1,0,0,4
20,2,9,0,0,8,1,0,2.22222222222222,0.222222222222222,1,0,0,0.888888888888889,0.111111111111111,0,0,9,45,1,,,0,0,0,1,0,1,0,0,0,0,0,2
17,0,4,0,5,5,3,0,2.42857142857143,0,0.571428571428571,0,0.714285714285714,0.714285714285714,0.428571428571429,0,1,7,45,0,,,0,1,0,0,0,1,0,0,1,1,0,4
62,1,22,0,7,29,3,0,2.21428571428571,0.0357142857142857,0.785714285714286,0,0.25,1.03571428571429,0.107142857142857,0,0,28,25,,,,0,0,1,1,1,1,0,0,0,0,0,4
27,0,15,3,0,9,0,0,1.35,0,0.75,0.15,0,0.45,0,0,0,20,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
27,5,17,0,0,4,1,4,1.6875,0.3125,1.0625,0,0,0.25,0.0625,0.25,0,16,45,1,,,0,0,0,0,1,1,0,0,1,0,0,3
10,0,4,0,0,6,0,3,2,0,0.8,0,0,1.2,0,0.6,0,5,,0,,,0,0,0,1,0,0,0,0,0,0,0,1
1222,101,325,11,157,563,65,193,9.11940298507463,0.753731343283582,2.42537313432836,0.0820895522388059,1.17164179104478,4.20149253731343,0.485074626865672,1.44029850746269,1,134,,1,,,0,1,1,1,1,0,0,0,1,0,0,5
5,1,0,1,3,0,0,0,1.66666666666667,0.333333333333333,0,0.333333333333333,1,0,0,0,1,3,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
1561,54,572,10,191,666,68,2,12.7950819672131,0.442622950819672,4.68852459016394,0.081967213114754,1.5655737704918,5.45901639344262,0.557377049180328,0.0163934426229508,0,122,25,,,,0,1,1,1,1,0,1,1,1,0,0,7
2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,45,,,10,0,0,0,0,0,1,0,0,0,0,0,1
115,6,22,1,23,56,7,1,4.42307692307692,0.230769230769231,0.846153846153846,0.0384615384615384,0.884615384615385,2.15384615384615,0.269230769230769,0.0384615384615384,0,26,,1,,20,0,1,0,1,1,0,0,0,0,0,0,3
9,0,1,0,1,7,0,9,9,0,1,0,1,7,0,9,0,1,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
66,4,18,0,15,29,0,11,5.5,0.333333333333333,1.5,0,1.25,2.41666666666667,0,0.916666666666667,0,12,35,1,,,0,0,0,1,1,0,0,0,0,0,0,2
35,0,16,0,6,13,0,0,2.5,0,1.14285714285714,0,0.428571428571429,0.928571428571429,0,0,0,14,45,1,,,0,0,0,0,0,1,0,0,0,0,0,1
205,11,52,1,32,98,11,5,3.25396825396825,0.174603174603175,0.825396825396825,0.0158730158730158,0.507936507936508,1.55555555555556,0.174603174603175,0.0793650793650793,0,63,25,,,1,0,0,0,1,1,0,0,0,1,0,0,3
59,4,16,1,7,20,11,1,5.9,0.4,1.6,0.1,0.7,2,1.1,0.1,0,10,,,500,8,0,1,1,1,0,0,0,0,1,1,0,5
1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,,1,,,0,0,0,0,0,1,0,0,0,0,0,1
7,1,0,0,1,5,0,3,1.4,0.2,0,0,0.2,1,0,0.6,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
47,2,7,2,10,23,3,2,5.875,0.25,0.875,0.25,1.25,2.875,0.375,0.25,0,8,45,1,,,0,1,1,1,1,1,0,0,0,0,0,5
7,0,0,0,2,4,1,0,2.33333333333333,0,0,0,0.666666666666667,1.33333333333333,0.333333333333333,0,0,3,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
93,12,17,1,27,32,4,0,2.81818181818182,0.363636363636364,0.515151515151515,0.0303030303030303,0.818181818181818,0.96969696969697,0.121212121212121,0,1,33,,,,,0,0,0,1,0,1,0,0,0,0,0,2
502,113,126,6,94,132,31,0,9.12727272727273,2.05454545454545,2.29090909090909,0.109090909090909,1.70909090909091,2.4,0.563636363636364,0,0,55,,1,1000,,0,1,0,1,1,0,1,1,1,1,0,7
116,3,38,1,15,55,4,2,4.14285714285714,0.107142857142857,1.35714285714286,0.0357142857142857,0.535714285714286,1.96428571428571,0.142857142857143,0.0714285714285714,0,28,25,1,,,0,0,0,0,1,1,0,0,0,1,0,3
1129,94,245,2,278,495,15,114,10.5514018691589,0.878504672897196,2.28971962616822,0.0186915887850467,2.5981308411215,4.62616822429907,0.14018691588785,1.06542056074766,1,107,,,,,0,0,1,0,1,0,0,0,0,0,0,2
7,2,1,0,0,4,0,2,1.4,0.4,0.2,0,0,0.8,0,0.4,0,5,25,1,,,0,0,0,0,1,0,0,0,0,0,0,1
5,2,0,0,1,2,0,2,2.5,1,0,0,0.5,1,0,1,0,2,45,1,,,0,0,0,0,1,0,0,0,0,0,0,1
5,1,1,0,1,2,0,2,1.25,0.25,0.25,0,0.25,0.5,0,0.5,0,4,25,,,11,0,1,0,1,1,0,0,0,0,0,0,3
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,,1,120,,0,1,0,0,0,0,0,0,0,0,0,1
28,0,7,0,2,14,5,1,2.8,0,0.7,0,0.2,1.4,0.5,0.1,0,10,35,1,,,0,0,1,1,0,1,0,0,0,0,0,3
5,0,0,0,1,2,2,3,2.5,0,0,0,0.5,1,1,1.5,0,2,35,,,,0,0,0,1,0,0,0,0,0,0,0,1
5,0,1,0,0,4,0,0,1,0,0.2,0,0,0.8,0,0,0,5,45,1,,,0,0,0,0,1,0,0,0,0,0,0,1
200,28,64,0,48,52,8,5,9.09090909090909,1.27272727272727,2.90909090909091,0,2.18181818181818,2.36363636363636,0.363636363636364,0.227272727272727,0,22,45,1,,,0,0,0,0,1,1,0,1,0,0,0,3
55,7,24,0,4,19,1,0,2.39130434782609,0.304347826086956,1.04347826086957,0,0.173913043478261,0.826086956521739,0.0434782608695652,0,0,23,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
657,66,164,6,132,262,27,2,4.40939597315436,0.442953020134228,1.1006711409396,0.0402684563758389,0.885906040268456,1.75838926174497,0.181208053691275,0.0134228187919463,1,149,45,1,,,0,1,0,1,1,0,0,1,1,0,0,5
156,34,29,0,18,72,3,1,5.2,1.13333333333333,0.966666666666667,0,0.6,2.4,0.1,0.0333333333333333,0,30,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
89,7,16,1,14,47,4,0,4.45,0.35,0.8,0.05,0.7,2.35,0.2,0,0,20,25,1,,,0,0,1,0,1,0,1,1,0,0,0,4
50,4,18,0,6,21,1,1,2.08333333333333,0.166666666666667,0.75,0,0.25,0.875,0.0416666666666666,0.0416666666666666,0,24,,1,,,0,1,0,1,0,0,1,0,0,0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
31,4,8,0,5,13,1,0,1.9375,0.25,0.5,0,0.3125,0.8125,0.0625,0,0,16,,1,,,0,1,0,1,1,0,0,0,0,0,0,3
26,1,5,1,5,12,2,2,3.71428571428571,0.142857142857143,0.714285714285714,0.142857142857143,0.714285714285714,1.71428571428571,0.285714285714286,0.285714285714286,0,7,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
3,0,0,0,0,3,0,0,1.5,0,0,0,0,1.5,0,0,1,2,25,1,,,0,0,0,1,0,0,0,0,1,0,0,2
57,15,10,1,9,17,5,2,4.75,1.25,0.833333333333333,0.0833333333333333,0.75,1.41666666666667,0.416666666666667,0.166666666666667,0,12,,1,200,12,0,0,0,1,1,1,0,0,1,0,0,4
78,7,38,2,5,24,2,0,3.9,0.35,1.9,0.1,0.25,1.2,0.1,0,0,20,45,,,7,0,0,1,1,1,0,1,1,1,1,0,7
2,0,0,0,0,1,1,1,1,0,0,0,0,0.5,0.5,0.5,0,2,45,1,,,0,0,1,0,0,0,0,0,0,0,0,1
12,1,6,0,3,2,0,0,4,0.333333333333333,2,0,1,0.666666666666667,0,0,0,3,45,1,,,0,1,0,0,0,0,0,1,0,0,0,2
